Location,Base,Off_July_20,E21,E22,E23,Diff_23-20,percent_change_23over20
".Vermilion County, Illinois",74204,74009,73164,72103,71652,-2357,-3.176378631879683
".Tazewell County, Virginia",40437,40407,39950,39563,39120,-1287,-3.1827286890718898
".Bath County, Virginia",4204,4185,4090,4061,4051,-134,-3.1874405328258804
".Divide County, North Dakota",2195,2205,2182,2169,2135,-70,-3.189066059225513
".Benson County, North Dakota",5954,5935,5773,5772,5745,-190,-3.191132012092711
".Charlottesville city, Virginia",46553,46469,45746,45272,44983,-1486,-3.1920606620411145
".Bullock County, Alabama",10360,10229,10143,10143,9897,-332,-3.2046332046332044
".Lincoln County, Colorado",5674,5662,5473,5510,5480,-182,-3.2076136764187524
".Hempstead County, Arkansas",20069,19989,19667,19481,19343,-646,-3.2188948128955106
".Magoffin County, Kentucky",11638,11603,11489,11348,11228,-375,-3.2222031276851695
".Lincoln County, West Virginia",20456,20363,20188,19851,19701,-662,-3.2362143136488073
".Cameron County, Pennsylvania",4542,4527,4458,4406,4380,-147,-3.2364597093791283
".Pointe Coupee Parish, Louisiana",20755,20673,20346,20212,20000,-673,-3.24259214647073
".Clay County, Kentucky",20339,20312,20161,19874,19648,-664,-3.2646639461133784
".Conecuh County, Alabama",11597,11554,11320,11224,11174,-380,-3.2767094938346126
".Sheridan County, Nebraska",5125,5096,5083,5006,4928,-168,-3.278048780487805
".Greene County, Illinois",11987,11936,11847,11640,11543,-393,-3.2785517644114455
".Multnomah County, Oregon",815418,816514,805319,794563,789698,-26816,-3.28862006970658
".Yazoo County, Mississippi",26751,26676,26424,25893,25796,-880,-3.2895966505925007
".Los Angeles County, California",10013976,9992813,9809462,9719765,9663345,-329468,-3.2900817817018937
".Kiowa County, Kansas",2461,2455,2409,2405,2374,-81,-3.29134498171475
".Santa Cruz County, California",270870,270474,260475,264240,261547,-8927,-3.2956768929744897
".Williamsburg County, South Carolina",31023,30914,30418,30113,29891,-1023,-3.2975534281017307
".Eddy County, New Mexico",62314,62333,60855,60203,60275,-2058,-3.302628622781397
".Guadalupe County, New Mexico",4450,4439,4423,4316,4292,-147,-3.3033707865168536
".Wabash County, Illinois",11362,11318,11208,11040,10942,-376,-3.309276535821158
".Massac County, Illinois",14170,14133,13946,13827,13661,-472,-3.330980945659845
".Cook County, Illinois",5275555,5263608,5180919,5111566,5087072,-176536,-3.346301953064654
".Fayette County, West Virginia",40483,40428,40036,39388,39072,-1356,-3.349554133833955
".Yukon-Koyukuk Census Area, Alaska",5351,5309,5278,5169,5129,-180,-3.3638572229489814
".Lincoln County, Nebraska",34674,34532,34074,33614,33365,-1167,-3.365634192766915
".Harmon County, Oklahoma",2490,2476,2403,2416,2392,-84,-3.3734939759036147
".Butler County, Alabama",19046,19025,18890,18668,18382,-643,-3.376036963141867
".Iberia Parish, Louisiana",70288,70055,69325,68320,67659,-2396,-3.408832233098111
".Lea County, New Mexico",74457,74642,73062,72343,72101,-2541,-3.4127080059631734
".Hansford County, Texas",5273,5252,5120,5111,5071,-181,-3.4325810733927558
".Nance County, Nebraska",3376,3390,3375,3317,3274,-116,-3.4360189573459716
".Saline County, Illinois",23772,23690,23316,23052,22873,-817,-3.436816422682147
".Haskell County, Kansas",3781,3760,3652,3595,3630,-130,-3.438243850833113
".Stafford County, Kansas",4064,4049,4008,3971,3909,-140,-3.4448818897637796
".Seneca County, New York",33816,33516,33414,32586,32349,-1167,-3.4510290986515257
".Chippewa County, Minnesota",12605,12608,12372,12269,12172,-436,-3.458944863149544
".Lee County, South Carolina",16531,16539,16272,16161,15967,-572,-3.460165749198475
".Alameda County, California",1682349,1680466,1644047,1628259,1622188,-58278,-3.4640850382411736
".Lawrence County, Ohio",58232,58137,57408,56572,56118,-2019,-3.4671658194806976
".Wheeler County, Texas",4988,4977,4886,4787,4804,-173,-3.468323977546111
".Covington city, Virginia",5747,5745,5716,5633,5545,-200,-3.480076561684357
".Kearny County, Kansas",3982,3962,3897,3865,3823,-139,-3.490708186840784
".McPherson County, Nebraska",400,397,381,379,383,-14,-3.5000000000000004
".Kittson County, Minnesota",4227,4208,4178,4086,4060,-148,-3.5013011592145733
".Knott County, Kentucky",14246,14158,14032,13847,13659,-499,-3.5027376105573493
".Crosby County, Texas",5129,5098,5085,4992,4917,-181,-3.528953012283096
".Socorro County, New Mexico",16594,16551,16291,16111,15963,-588,-3.543449439556466
".Osceola County, Iowa",6191,6198,6170,6072,5978,-220,-3.553545469229527
".Marshall County, West Virginia",30583,30494,30164,29667,29405,-1089,-3.5608017526076576
".McKenzie County, North Dakota",14708,14776,13858,13889,14252,-524,-3.562686973075877
".Wetzel County, West Virginia",14453,14405,14202,13994,13890,-515,-3.5632740607486335
".Kimball County, Nebraska",3439,3412,3411,3336,3289,-123,-3.57662111078802
".Suffolk County, Massachusetts",800930,797181,774514,768812,768425,-28756,-3.590326245739328
".Mellette County, South Dakota",1919,1920,1898,1873,1851,-69,-3.595622720166754
".Seward County, Kansas",21963,21857,21763,21345,21067,-790,-3.596958521149205
".St. Charles Parish, Louisiana",52548,52513,52470,51058,50620,-1893,-3.602420643982644
".Zavala County, Texas",9668,9661,9473,9384,9312,-349,-3.6098469176665287
".Wirt County, West Virginia",5197,5188,5066,5092,5000,-188,-3.617471618241293
".Fayette County, Pennsylvania",128825,128588,127122,125368,123915,-4673,-3.6274015136813507
".Ouachita County, Arkansas",22647,22615,22312,21994,21793,-822,-3.6296198171943304
".North Slope Borough, Alaska",11032,11004,11054,10811,10603,-401,-3.6348803480783176
".Ashley County, Arkansas",19058,18957,18654,18348,18262,-695,-3.6467625144296356
".Del Norte County, California",27745,27604,27584,27112,26589,-1015,-3.6583168138403317
".Rush County, Kansas",2951,2938,2928,2941,2830,-108,-3.6597763470010167
".Winn Parish, Louisiana",13753,13720,13493,13251,13216,-504,-3.6646549843670475
".Hooker County, Nebraska",709,705,732,682,679,-26,-3.6671368124118473
".Kodiak Island Borough, Alaska",13100,13047,12878,12639,12565,-482,-3.6793893129770994
".Meade County, Kansas",4062,4061,3997,3913,3911,-150,-3.6927621861152145
".Bradley County, Arkansas",10545,10495,10343,10168,10104,-391,-3.7079184447605504
".Pecos County, Texas",15198,15187,15117,14711,14623,-564,-3.7110146071851555
".Webster County, West Virginia",8379,8356,8271,8141,8045,-311,-3.711660102637546
".Dimmit County, Texas",8613,8579,8479,8360,8257,-322,-3.7385347730175313
".Sedgwick County, Colorado",2401,2389,2326,2286,2299,-90,-3.7484381507705127
".Atchison County, Missouri",5304,5306,5210,5161,5107,-199,-3.7518853695324283
".McHenry County, North Dakota",5352,5332,5238,5195,5131,-201,-3.755605381165919
".Sumter County, Alabama",12344,12191,11967,11889,11727,-464,-3.7589112119248216
".Dawson County, Texas",12459,12474,12367,12176,12004,-470,-3.7723733847018224
".Bowman County, North Dakota",2992,2980,2900,2899,2867,-113,-3.776737967914438
".Warren County, Illinois",16833,16821,16585,16360,16185,-636,-3.778292639458207
".Lee County, Arkansas",8593,8526,8560,8367,8201,-325,-3.7821482602118004
".Baker County, Georgia",2875,2852,2824,2792,2743,-109,-3.791304347826087
".Thayer County, Nebraska",5033,5020,4888,4854,4829,-191,-3.7949533081661038
".Hartley County, Texas",5375,5349,5393,5228,5145,-204,-3.7953488372093025
".Pershing County, Nevada",6646,6617,6427,6450,6364,-253,-3.806801083358411
".Rolette County, North Dakota",12190,12193,12067,11867,11728,-465,-3.814602132895816
".Assumption Parish, Louisiana",21046,20963,20696,20463,20160,-803,-3.8154518673382114
".West Carroll Parish, Louisiana",9757,9696,9583,9481,9323,-373,-3.822896382084657
".Floyd County, Kentucky",35941,35798,35304,34918,34423,-1375,-3.825714365209649
".Kent County, Texas",755,763,748,744,734,-29,-3.8410596026490067
".Edwards County, Illinois",6245,6208,6084,6058,5968,-240,-3.843074459567654
".Alleghany County, Virginia",15211,15180,14988,14715,14595,-585,-3.8459009927026493
".Calhoun County, West Virginia",6227,6199,6173,6069,5959,-240,-3.854183394893207
".Motley County, Texas",1061,1061,1071,1034,1020,-41,-3.8642789820923658
".Henderson County, Illinois",6385,6335,6306,6168,6088,-247,-3.8684416601409555
".Baca County, Colorado",3508,3480,3490,3435,3344,-136,-3.8768529076396807
".Monroe County, Arkansas",6802,6776,6648,6568,6512,-264,-3.8812114084092917
".Roger Mills County, Oklahoma",3440,3429,3365,3337,3295,-134,-3.8953488372093026
".Union County, Arkansas",39050,38931,38375,37813,37397,-1534,-3.928297055057618
".Arthur County, Nebraska",430,429,432,425,412,-17,-3.953488372093023
".St. Francis County, Arkansas",23094,23021,22715,22402,22101,-920,-3.9837187148177016
".Carroll County, Mississippi",9999,9934,9822,9736,9535,-399,-3.9903990399039904
".Sherman County, Texas",2781,2789,2789,2778,2678,-111,-3.9913700107874863
".Union County, Kentucky",13670,13652,13254,13104,13106,-546,-3.994147768836869
".Dallas County, Arkansas",6481,6444,6309,6196,6185,-259,-3.99629686776732
".Sutton County, Texas",3373,3356,3291,3232,3221,-135,-4.00237177586718
".Twiggs County, Georgia",8024,8013,7881,7676,7691,-322,-4.012961116650049
".Phillips County, Kansas",4973,4961,4819,4783,4761,-200,-4.021717273275689
".Calhoun County, Mississippi",13263,13219,12961,12846,12685,-534,-4.026238407600091
".Niobrara County, Wyoming",2471,2454,2416,2348,2354,-100,-4.046944556859571
".Hoonah-Angoon Census Area, Alaska",2360,2358,2330,2279,2262,-96,-4.067796610169491
".Jefferson Parish, Louisiana",440783,439725,434134,426030,421777,-17948,-4.07184487605012
".Miller County, Georgia",6000,5992,5853,5774,5747,-245,-4.083333333333333
".Mason County, Illinois",13091,13058,12830,12699,12523,-535,-4.086777175158505
".Lipscomb County, Texas",3054,3031,2895,2846,2906,-125,-4.092992796332679
".Slope County, North Dakota",708,703,696,682,674,-29,-4.096045197740112
".Northampton County, North Carolina",17469,17433,17116,16827,16715,-718,-4.110137958669643
".Pitkin County, Colorado",17358,17355,17337,16847,16640,-715,-4.119138149556401
".Mountrail County, North Dakota",9794,9788,9562,9241,9383,-405,-4.135184807024709
".Woodruff County, Arkansas",6272,6224,6146,6057,5964,-260,-4.145408163265306
".Clearfield County, Pennsylvania",80551,80432,78335,77824,77090,-3342,-4.148924283993991
".Kemper County, Mississippi",8983,8960,8801,8670,8584,-376,-4.18568406990983
".Dunklin County, Missouri",28285,28217,27743,27411,27032,-1185,-4.189499734841789
".Jefferson County, Mississippi",7256,7245,7136,7067,6941,-304,-4.189636163175303
".Boyd County, Nebraska",1810,1801,1780,1730,1725,-76,-4.198895027624309
".Greene County, Pennsylvania",35953,35868,35284,34529,34357,-1511,-4.202709092426224
".Pike County, Kentucky",58663,58441,57416,56317,55973,-2468,-4.207081124388456
".Chase County, Nebraska",3895,3888,3824,3754,3724,-164,-4.2105263157894735
".Scott County, Kansas",5152,5139,5121,5007,4922,-217,-4.211956521739131
".Bienville Parish, Louisiana",12983,12913,12779,12612,12366,-547,-4.213201879380728
".Dewey County, Oklahoma",4482,4475,4418,4404,4286,-189,-4.216867469879518
".Wolfe County, Kentucky",6564,6559,6507,6416,6282,-277,-4.219987812309568
".St. Mary Parish, Louisiana",49398,49142,48219,47819,47055,-2087,-4.224867403538605
".Emporia city, Virginia",5764,5707,5638,5533,5463,-244,-4.233171408743928
".Rawlins County, Kansas",2566,2572,2558,2523,2463,-109,-4.247856586126267
".Cimarron County, Oklahoma",2292,2289,2247,2233,2191,-98,-4.275741710296685
".Texas County, Oklahoma",21383,21289,20849,20505,20371,-918,-4.2931300565870085
".Scurry County, Texas",16933,16942,16837,16269,16212,-730,-4.311108486387527
".Perry County, Kentucky",28470,28367,27927,27367,27133,-1234,-4.334387074113102
".Winkler County, Texas",7791,7754,7382,7300,7414,-340,-4.364009754845334
".Chugach Census Area, Alaska",7103,7080,6971,6899,6769,-311,-4.378431648599183
".Henry County, Iowa",20482,20447,20382,20253,19547,-900,-4.39410213846304
".Kusilvak Census Area, Alaska",8370,8371,8377,8214,8001,-370,-4.4205495818399045
".Caddo Parish, Louisiana",237865,236945,232658,228934,226386,-10559,-4.439072583187943
".Harding County, New Mexico",653,653,631,621,624,-29,-4.44104134762634
".Morton County, Kansas",2700,2700,2671,2601,2580,-120,-4.444444444444445
".Webster Parish, Louisiana",36966,36883,35938,35527,35238,-1645,-4.450035167451171
".Adams County, Iowa",3707,3709,3638,3601,3544,-165,-4.451038575667656
".Roosevelt County, Montana",10798,10801,10788,10537,10319,-482,-4.463789590664938
".Tyler County, West Virginia",8304,8291,8205,8090,7919,-372,-4.479768786127168
".Randolph County, Georgia",6421,6368,6263,6126,6078,-290,-4.5164304625447755
".Plaquemines Parish, Louisiana",23515,23460,23310,22618,22386,-1074,-4.567297469700192
".Terrell County, Georgia",9184,9140,8924,8792,8718,-422,-4.594947735191638
".St. James Parish, Louisiana",20197,20120,19794,19388,19191,-929,-4.5996930237163935
".Mississippi County, Arkansas",40682,40538,39534,38863,38663,-1875,-4.608917948970061
".Greene County, Alabama",7731,7700,7614,7452,7341,-359,-4.64364247833398
".Manassas Park city, Virginia",17217,17162,17089,16693,16361,-801,-4.652378463146889
".Geary County, Kansas",36735,36760,36116,35529,35047,-1713,-4.663127807268273
".Arkansas County, Arkansas",17148,17107,16687,16498,16307,-800,-4.665267086540704
".Scott County, Illinois",4947,4941,4849,4771,4710,-231,-4.66949666464524
".New York County, New York",1694250,1677232,1578055,1594543,1597451,-79781,-4.708927253947174
".Jefferson County, Arkansas",67258,66830,65637,64295,63661,-3169,-4.711707157512861
".Concordia Parish, Louisiana",18680,18569,18348,18026,17688,-881,-4.7162740899357605
".San Mateo County, California",764432,762479,739149,728929,726353,-36126,-4.72586181635515
".Dillingham Census Area, Alaska",4856,4838,4796,4724,4607,-231,-4.757001647446458
".Hidalgo County, New Mexico",4179,4164,4086,4011,3965,-199,-4.761904761904762
".Hodgeman County, Kansas",1721,1737,1724,1697,1655,-82,-4.764671702498547
".Pulaski County, Illinois",5190,5160,5075,4950,4911,-249,-4.797687861271676
".Kingman County, Kansas",7473,7425,7291,7174,7066,-359,-4.803960926000268
".Catahoula Parish, Louisiana",8905,8844,8721,8604,8414,-430,-4.828747894441325
".Letcher County, Kentucky",21550,21465,21224,20827,20423,-1042,-4.835266821345708
".McMullen County, Texas",599,597,592,569,568,-29,-4.841402337228715
".Vernon Parish, Louisiana",48745,48622,48022,46870,46250,-2372,-4.86614011693507
".Wyoming County, West Virginia",21389,21322,21029,20572,20277,-1045,-4.885688905512179
".Brooke County, West Virginia",22551,22476,22068,21694,21373,-1103,-4.89113564808656
".Kiowa County, Colorado",1448,1455,1454,1434,1384,-71,-4.903314917127072
".Garden County, Nebraska",1873,1886,1838,1835,1794,-92,-4.9119060331019755
".Wheeler County, Georgia",7480,7449,7737,7310,7081,-368,-4.919786096256685
".Orleans Parish, Louisiana",383997,383241,377346,369917,364136,-19105,-4.975299286192341
".Warren County, Mississippi",44715,44544,43430,42635,42298,-2246,-5.022922956502293
".Williams County, North Dakota",40945,41182,38499,37966,39113,-2069,-5.05312003907681
".Jackson County, Colorado",1381,1379,1359,1314,1309,-70,-5.068790731354091
".Hyde County, South Dakota",1261,1250,1230,1199,1186,-64,-5.07533703409992
".Tunica County, Mississippi",9787,9733,9642,9407,9234,-499,-5.0986001839174415
".Presidio County, Texas",6133,6108,6113,5954,5795,-313,-5.103538235773683
".Norton city, Virginia",3697,3681,3632,3589,3492,-189,-5.1122531782526375
".Cottle County, Texas",1379,1365,1355,1317,1294,-71,-5.148658448150834
".Logan County, West Virginia",32574,32514,31846,31206,30827,-1687,-5.1789770982992565
".Floyd County, Texas",5397,5370,5292,5239,5090,-280,-5.188067444876784
".Hemphill County, Texas",3384,3365,3324,3225,3189,-176,-5.200945626477541
".Edwards County, Kansas",2903,2884,2802,2760,2733,-151,-5.201515673441268
".McKinley County, New Mexico",72904,72590,71464,69931,68797,-3793,-5.202732360364315
".Dallas County, Alabama",38458,38171,37515,36729,36165,-2006,-5.2160798793489
".Hinds County, Mississippi",227741,226765,222464,217555,214870,-11895,-5.223038451574377
".Bertie County, North Carolina",17934,17863,17371,17068,16922,-941,-5.247016839522694
".Claiborne County, Mississippi",9135,9097,8886,8775,8617,-480,-5.254515599343185
".Terrebonne Parish, Louisiana",109577,109405,108955,104632,103616,-5789,-5.283042974346806
".Alpine County, California",1202,1205,1229,1190,1141,-64,-5.324459234608985
".Harlan County, Kentucky",26833,26754,26150,25652,25324,-1430,-5.329258748555882
".Sunflower County, Mississippi",25972,25856,25329,24837,24468,-1388,-5.344216848914216
".Boone County, West Virginia",21809,21744,21353,20907,20576,-1168,-5.355587142922646
".Gallatin County, Illinois",4944,4935,4895,4823,4670,-265,-5.360032362459547
".Coahoma County, Mississippi",21385,21224,20721,20235,20077,-1147,-5.363572597615151
